,DATE,BRAND_NAME,PRODUCT_DESCRIPTION,REASON,COMPANY,COMPANY_RELEASE_LINK,PHOTOS_LINK,upcs,asins
2188,"Mon, 08 Mar 2010 00:00:00 -0500",Pringles,Potato Crisps,Salmonella,Procter  Gamble,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm203957.htm,"
			http://www.fda.gov/Safety/Recalls/ucm203975.htm
	",3700026936;3700026773,
2189,"Fri, 05 Mar 2010 19:46:00 -0500",Wegmans Food You Feel Good About,Seafood Sauce,Allergen,"Ed Roller, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm203356.htm,"
			http://www.fda.gov/Safety/Recalls/ucm203359.htm
	",7789084032;7789084032;7789084032;7789084032,
2190,"Fri, 05 Mar 2010 18:59:00 -0500","Delicioso, De La Casa, Rojos, more",Spinach dip,Salmonella,"Fresh Food Concepts, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm203346.htm,	,2935810031;2935811273;4750248003;2935811364;4750248151,
2191,"Fri, 05 Mar 2010 00:00:00 -0500",Mincing,Black Pepper,Salmonella,Mincing Overseas Spice Company,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm203355.htm,	,,
2192,"Fri, 05 Mar 2010 00:00:00 -0500",Deans,Dip,Salmonella,"Ventura Foods, LLC",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm204052.htm,	,026700129100;026700129193;026700129162;026700129124;026700326004;026700129131;026700326011;026700129032;026700129155;026700129087;026700129179,B000SBQ1D6
2193,"Fri, 05 Mar 2010 00:00:00 -0500",,Spinach Dip,Salmonella,"Mrs. Gerrys Kitchen, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm204071.htm,	,1783979075;1783979005;7032200492,
2194,"Fri, 05 Mar 2010 00:00:00 -0500",McCormick,"Dip Mix, Gravy Mix, Stuffing",Salmonella,"McCormick  Company, Incorporated",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm203339.htm,"
			http://www.fda.gov/Safety/Recalls/ucm203345.htm
	",5210057199,B004289UJS
2195,"Fri, 05 Mar 2010 00:00:00 -0500","Presidents Choice, Safeway, CVS, HK Anderson",Pretzels,Salmonella,National Pretzel Company,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm203372.htm,	,070271001310;070271001300;070271001280;050428120156;060383992224;021130290390;859393000414,
2196,"Fri, 05 Mar 2010 00:00:00 -0500",Estrella Family Creamery,Cheese,Listeria monocytogenes,Estrella Family Creamery,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm203371.htm,	,,
2197,"Fri, 05 Mar 2010 00:00:00 -0500",Concord Foods,Seasoning Mixes,Salmonella,Concord Foods Inc.,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm203294.htm,"
			http://www.fda.gov/Safety/Recalls/ucm203297.htm
	",041409002066,B000OK24PU
2198,"Thu, 04 Mar 2010 13:03:00 -0500",Culinary Circle,Dip,Salmonella,"Orval Kent Food Company, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm204143.htm,	,4113038063;4113038062;4113038061,
2199,"Thu, 04 Mar 2010 00:00:00 -0500",Herbox,Bouillon,Salmonella,Creative Contract Packaging Corporation,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm203307.htm,	,033600373847;033600430854;033600347930;033600306951;033600355621;033600314512;033600351883;033600310750;033600420404;033600420411,B00TBW787G
2200,"Wed, 03 Mar 2010 21:19:00 -0500",Follow Your Heart,"Tofu, Pasta, Burger, Wrap, Burrito, Dressing, Dip",Salmonella,Earth Island,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm202978.htm,	,049568010014;049568070254;049568010069;049568040066;049568010106;049568040110;049568010984;049568010236;049568040035;049568010380;049568040141;049568010762;049568040769;049568014302;049568044309;049568010281;049568010342;049568044071;049568010373;049568010700;049568010694;049568660127;049568660325;049568661285,
2201,"Wed, 03 Mar 2010 00:00:00 -0500",Resers,"Dressing, Dip, Redskin Potato",Salmonella,"Resers Fine Foods, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm203019.htm,	,,
2202,"Wed, 03 Mar 2010 00:00:00 -0500",Homemade Gourmet,Soup Mix,Salmonella,Homemade Gourmet,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm202961.htm,"
			http://www.fda.gov/Safety/Recalls/ucm202963.htm
	",1004812411;1004912111,
2203,"Tue, 02 Mar 2010 22:25:00 -0500",Hawaiian,,Salmonella,Tims Cascade Snacks,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm202813.htm,"
			http://www.fda.gov/Safety/Recalls/ucm202815.htm
	",1159400116;1159402213;1159420211;1159400503;1159410034;1159402005;1159403201;1159420211;1159499007;1159402213;1159436001;1159400704;1159400754;1159403201;1159407501;1159402022;1159440401;1159401501,
2204,"Tue, 02 Mar 2010 21:30:00 -0500",Castella,,Salmonella,"Castella Imports, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm202787.htm,"
			http://www.fda.gov/Safety/Recalls/ucm202796.htm
	",750144330005;0912039918;1001121915;1002013074;1002194266;0911259508;0911259508;0912150738;0912180973;0912211087;1001192342;1001282925;1002194267,
2205,"Mon, 01 Mar 2010 21:48:00 -0500",Heartland Foods,Black Pepper,Salmonella,"Heartland Foods, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm202575.htm,"
			http://www.fda.gov/Safety/Recalls/ucm202579.htm
	",,
2206,"Mon, 01 Mar 2010 00:00:00 -0500","T. Marzetti, Oak Lake Farms, Great Value",Dips,Salmonella,T. Marzetti Company,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm202608.htm,	,7020052004;7020052033;7020052059;7020058843;7020058844;7353443480;7874243099,
2207,"Sat, 27 Feb 2010 00:00:00 -0500",Kroger,Onion Soup  Dip Mixes,Salmonella,The Kroger Co.,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm204004.htm,	,,
2208,"Fri, 26 Feb 2010 22:21:00 -0500",Johnnys,Au Jus Mix,Salmonella,Johnnys Fine Food,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm202293.htm,"
			http://www.fda.gov/Safety/Recalls/ucm202294.htm
	",,
2209,"Fri, 26 Feb 2010 21:58:00 -0500",,American Pecan Co. Recalls Pecans Because of Possible Health Risk,,,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm202292.htm,	,,
2210,"Thu, 25 Feb 2010 16:38:00 -0500",Wholesome Spices,Crushed Red Pepper,Salmonella,Wholesome Spice,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm202113.htm,	,,B00NJ0P2BA
2211,"Thu, 25 Feb 2010 00:00:00 -0500","Soy Beginnings, Nexsoy",Soy Grits  Flour,Salmonella,Thumb Oilseed Producers Cooperative,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm202127.htm,	,,B00NJ0P2BA
2212,"Wed, 24 Feb 2010 17:29:00 -0500",OneTouch SureStep,Test Strips,May provide falsely low glucose results,"LifeScan, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm202119.htm,	,,B00NOZI1TU
2213,"Fri, 19 Feb 2010 20:47:00 -0500",Health Valley Organic,Granola Bars,Salmonella,"Lovin Oven, LLC",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm201351.htm,	,035742154834;035742154827;035742154810,
2214,"Fri, 19 Feb 2010 14:52:00 -0500",Trader Joes,,Salmonella,Trader Joes Company,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm202071.htm,"
			http://www.fda.gov/Safety/Recalls/ucm202087.htm
	",,
2215,"Fri, 19 Feb 2010 00:00:00 -0500",Queseria Bendita,Cheese,Listeria monocytogenes,Queseria Bendita,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm201350.htm,	,,
2216,"Thu, 18 Feb 2010 14:02:00 -0500",fresheasy,Granola Bars,Salmonella,Fresh  Easy Neighborhood Market Inc.,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm201235.htm,"
			http://www.fda.gov/Safety/Recalls/ucm201264.htm
	",,
2217,"Wed, 17 Feb 2010 13:48:00 -0500",Flying Horse,Sesame Candy,Allergen,"Walong Marketing, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm200772.htm,"
			http://www.fda.gov/Safety/Recalls/ucm200774.htm
	",673367487915,
2218,"Wed, 17 Feb 2010 00:00:00 -0500",Estrella Family Creamery,Cheese,Listeria monocytogenes,Estrella Family Creamery,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm200794.htm,	,,
2219,"Fri, 12 Feb 2010 09:30:00 -0500",Natures Variety,Pet Food,Salmonella,Natures Variety,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm200248.htm,	,769949601302;769949601203;769949601210,B0018CLJU4
2220,"Wed, 10 Feb 2010 19:46:00 -0500",Estrella Family Creamery,Cheese,Listeria monocytogenes,Estrella Family Creamery of Montesano,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm200215.htm,"
			http://www.fda.gov/Safety/Recalls/ucm200218.htm
	",,B0018CLJU4
2221,"Wed, 10 Feb 2010 18:00:00 -0500",Fresh Bakery,Cookies,Allergen,Stop  Shop Supermarket Company,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm200210.htm,"
			http://www.fda.gov/Safety/Recalls/ucm200212.htm
	",,B0018CLJU4
2222,"Wed, 10 Feb 2010 13:36:00 -0500",Giant Food,Cookies,Allergen,Giant Food,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm200202.htm,"
			http://www.fda.gov/Safety/Recalls/ucm200207.htm
	",0200148262,
2223,"Wed, 10 Feb 2010 10:00:00 -0500",Trader Joes,Granola Bars,Salmonella,Trader Joes Company,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm200250.htm,	,,B00SYICJ7W
2224,"Tue, 09 Feb 2010 15:59:00 -0500",MPS Acacia,IV Extension Sets with BD Q-Syte Luer Access Device,Air embolism or leakage of blood and/or therapy,"Acacia, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm200134.htm,	,,B00SYIBQH6
2225,"Mon, 08 Feb 2010 00:00:00 -0500","BD Q-Syte, BD Nexiva",Luer access devices and closed IV catheter systems,Air embolism or leakage of blood and/or therapy,"BD (Becton, Dickinson and Company)",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm200121.htm,	,,B00SYIBQH6
2226,"Fri, 05 Feb 2010 00:00:00 -0500",Turkey Hill,Ice Cream,Allergen,Turkey Hill Dairy,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm200122.htm,	,,B00OY1I9C2
2227,"Thu, 04 Feb 2010 00:00:00 -0500",Cousins Products,Spinach vinaigrette,Allergen,"Cousins Products, LLC",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm199957.htm,"
			http://www.fda.gov/Safety/Recalls/ucm199958.htm
	",,B00OY1I9C2
2228,"Wed, 03 Feb 2010 15:45:00 -0500",Pierino,Jumbo Shells with Cheese,Allergen,Pierono Frozen Foods Inc.,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm199796.htm,"
			http://www.fda.gov/Safety/Recalls/ucm199805.htm
	",039106333347,
2229,"Wed, 03 Feb 2010 00:00:00 -0500",Cardiac Science,Automated external defibrillators,may not deliver therapy,Cardiac Science Corporation,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm200123.htm,	,,
2230,"Wed, 03 Feb 2010 00:00:00 -0500",Haifa,Fish,Potential for botulism,Haifa Smoked Fish Inc.,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm199917.htm,"
			http://www.fda.gov/Safety/Recalls/ucm199919.htm
	",,B00S91HG8G
2231,"Mon, 01 Feb 2010 00:00:00 -0500",Aahu Barah,Dry Apricot,Sulfites,Global Commodites Inc.,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm199682.htm,"
			http://www.fda.gov/Safety/Recalls/ucm199687.htm
	",,B00S91HG8G
2232,"Thu, 21 Jan 2010 00:00:00 -0500",GlucoPro,Syringes,Needles detach,Nipro Medical Corporation,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm198429.htm,	,,B00S91HG8G
2233,"Thu, 21 Jan 2010 00:00:00 -0500",Hettich,Hematocrit Rotors,Breakage,Hettich Centrifuges,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm198490.htm,	,,B00S91HG8G
2234,"Fri, 15 Jan 2010 15:55:00 -0500",Harris Teeter Farmers Market,Nuts,Salmonella,Hines Nut Company,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm197825.htm,"
			http://www.fda.gov/Safety/Recalls/ucm197827.htm
	",072036881210,
2235,"Fri, 15 Jan 2010 15:48:00 -0500","Advanced Muscle, Anabolic Formulation, Anabolic Xtreme, more",Dietary Supplements,Undeclared drug ingredient/unapproved drug,"MuscleMaster.com, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm197824.htm,	,,
2236,"Fri, 15 Jan 2010 15:35:00 -0500","Parkers Farm, Happy Farms, Kroger, more","Peanut Butter, Dips, Spreads, Cheese, Salsa",Listeria monocytogenes,"Parkers Farm, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm197823.htm,	,,
2237,"Fri, 15 Jan 2010 10:38:00 -0500","Motrin, Tylenol, Benedryl, more",Drug Products,Off-odor,McNeil Consumer Healthcare,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm197746.htm,	,,
2238,"Thu, 14 Jan 2010 00:00:00 -0500",,Nuts,Salmonella,PEO Chapter FO,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm197816.htm,	,,
2239,"Wed, 13 Jan 2010 15:06:00 -0500","HAPPYTOT, HAPPYBABY",Baby Food,Bacterial Contamination,"Nurture, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm197522.htm,"
			http://www.fda.gov/Safety/Recalls/ucm197555.htm
	",852697001279;852697001286;852697001293;852697001309;852697001316;852697001323;852697001347;852697001392;852697001361,B0030VJ79Q
2240,"Mon, 11 Jan 2010 00:00:00 -0500",Heluva Good,Cheese Food,Listeria monocytogenes,HP Hood,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm197441.htm,"
			http://www.fda.gov/Safety/Recalls/ucm197564.htm
	",7357055503;7357055501,B001NLYZG0
2241,"Sun, 10 Jan 2010 00:00:00 -0500",The Wisconsin Cheeseman,Cheese,Listeria monocytogenes,The Wisconsin Cheeseman,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm198319.htm,"
			http://www.fda.gov/Safety/Recalls/ucm198327.htm
	",,B001NLYZG0
2242,"Sat, 09 Jan 2010 00:00:00 -0500","Pepes, 7-Select, Rudolphs",,Allergen,Rudolph Foods,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm197141.htm,"
			http://www.fda.gov/Safety/Recalls/ucm197150.htm
	",024622511317;052548057855;024622570796,
2243,"Fri, 08 Jan 2010 13:26:00 -0500","Parkers Farm, Happy Farms, Kroger, more","Peanut Butter, Dips, Spreads, Cheese, Salsa",Listeria monocytogenes,"Parkers Farm, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm197101.htm,	,,
2244,"Wed, 06 Jan 2010 00:00:00 -0500",Bao Ding Sea Food,Fish,Potential for botulism,Bao Ding Seafood,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm196626.htm,"
			http://www.fda.gov/Safety/Recalls/ucm196629.htm
	",,
2245,"Mon, 04 Jan 2010 00:00:00 -0500",Harry London,Candy,Allergen,"Harry London Candies, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm196306.htm,"
			http://www.fda.gov/Safety/Recalls/ucm196310.htm
	",,
2246,"Thu, 31 Dec 2009 00:00:00 -0500",Nutty Guys,"Candy, Peanuts",Insects in product,Nutty Guys,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm196024.htm,	,,
2247,"Tue, 29 Dec 2009 00:00:00 -0500",Publix,Cake and Pie Product,Allergen,Publix,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm195999.htm,	,9511820399,
2248,"Sat, 26 Dec 2009 00:00:00 -0500",Thermoflect,Blankets,May cause injury in a magnetic resonance environment,Encompass Group,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm195683.htm,	,,B00OY0KVS8
2249,"Thu, 24 Dec 2009 00:00:00 -0500",Janzen Farms,Hazelnuts,Salmonella,Janzen Farms,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm195809.htm,	,,B00OY0KVS8
2250,"Wed, 23 Dec 2009 00:00:00 -0500",Rico Queso,Cheese,Salmonella,Limeno LLC.,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm195417.htm,	,,B00OY0KVS8
2251,"Tue, 22 Dec 2009 00:00:00 -0500",Market of Choice,Hazelnuts,Salmonella,Market of Choice,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm195293.htm,	,,B00OY0KVS8
2252,"Mon, 21 Dec 2009 00:00:00 -0500","Burnt Ridge Orchards, Inc.",Hazelnuts,Salmonella,"Burnt Ridge Orchards, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm195127.htm,	,,B00OY0KVS8
2253,"Mon, 21 Dec 2009 00:00:00 -0500",Ketamine,Animal Drug,Adverse reaction,"Teva Animal Health, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm195118.htm,	,,B00OY0KVS8
2254,"Sat, 19 Dec 2009 00:00:00 -0500",Whole Foods Market,Hazelnuts,Salmonella,Whole Foods Market,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm195060.htm,	,,B00OY0KVS8
2255,"Fri, 18 Dec 2009 00:00:00 -0500",Tylenol,Drugs,"Presence of 2,4,6-tribromoanisole","McNeil-PPC, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm195690.htm,	,,B00OY0KVS8
2256,"Fri, 18 Dec 2009 00:00:00 -0500",Evonuk Oregon Hazelnuts,Hazelnuts,Salmonella,Evonuk Oregon Hazelnuts,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm195017.htm,	,,B00OY0KVS8
2257,"Fri, 18 Dec 2009 00:00:00 -0500",Harry and David,Hazelnuts,Salmonella,Harry and David,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm195026.htm,	,,B00OY0KVS8
2258,"Fri, 18 Dec 2009 00:00:00 -0500",Mountain Man Nut  Fruit Co.,Hazelnuts,Salmonella,Mountain Man Nut  Fruit Co.,http://www.fda.gov/Safety/Recalls/ucm195478.htm,	,,B00OY0KVS8
2259,"Thu, 17 Dec 2009 00:00:00 -0500",Willamette,Hazelnuts,Salmonella,Willamette Shelling,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm194806.htm,	,,B00OY0KVS8
2260,"Thu, 17 Dec 2009 00:00:00 -0500",Willamette,Hazelnuts,Salmonella,Willamette Shelling,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm194810.htm,	,,B00OY0KVS8
2261,"Thu, 17 Dec 2009 00:00:00 -0500",Kunze Farms,Hazelnuts,Salmonella,Kunze Farms,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm194867.htm,	,,B00OY0KVS8
2262,"Wed, 16 Dec 2009 00:00:00 -0500",Health Valley Organic,Pre-Packaged Meals,Allergen,Faribault Foods,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm194584.htm,	,3574222104,B002LO2BAA
2263,"Wed, 16 Dec 2009 00:00:00 -0500",Cleviprex,Drugs,May contain particulate matter,The Medicines Company,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm194555.htm,	,,B002LO2BAA
2264,"Fri, 11 Dec 2009 00:00:00 -0500","Aspire One, Sex Enhancer, Staminil",Dietary Supplement,Undeclared ingredient,"Atlas Operations, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm194074.htm,	,,B002LO2BAA
2265,"Fri, 11 Dec 2009 00:00:00 -0500","Simple Foods, Inc.","Candy, Snack Food, Cake and Pie Product",Allergen,"Simple Foods, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm193968.htm,	,3666400200;3666400300;3666400301;3666400400,
2266,"Thu, 10 Dec 2009 00:00:00 -0500",Organicgirl Produce,Salad,Allergen,Organicgirl Produce,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm193830.htm,	,895203001332,
2267,"Wed, 09 Dec 2009 00:00:00 -0500",Pet Carousel,Dog Food,Salmonella,Pet Carousel,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm193736.htm,	,,
2268,"Tue, 08 Dec 2009 00:00:00 -0500",Alka-Seltzer,Drugs,Mislabeled,Bayer HealthCare,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm193409.htm,	,016500537779,B0043OYFO6
2269,"Mon, 07 Dec 2009 00:00:00 -0500",Quick Fix,Snack Mix,Allergen,Rock Creek Nut Company,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm193407.htm,	,,B0043OYFO6
2270,"Fri, 04 Dec 2009 00:00:00 -0500",College Inn,Broth,Mislabeled,College Inn,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm193165.htm,	,,B0043OYFO6
2271,"Thu, 03 Dec 2009 00:00:00 -0500",Slim-fast,Beverage,Bacillus cereus,"Unilever United States, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm192978.htm,"
			http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm193048.htm
	",,B0043OYFO6
2272,"Wed, 02 Dec 2009 00:00:00 -0500","Jays, Mike Sells, Copper Kettle, more",Snack Food,Allergen,"Snax in Pax, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm192851.htm,	,4120001502;7110410429;7110410215;6047831231;6047831232;4163300708;7017500154;6047877451,
2273,"Wed, 02 Dec 2009 00:00:00 -0500",Sunny Lake Trading Inc.,Chinese Herb,Undeclared Sulfites,Sunny Lake Trading Inc.,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm192691.htm,	,,
2274,"Mon, 30 Nov 2009 00:00:00 -0500",Fiesta,Tortilla,Allergen,"La Espiga de Oro, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm192368.htm,	,5102200060,
2275,"Fri, 27 Nov 2009 00:00:00 -0500",Premium Edge,Cat Food,Potential for Thiamine Deficiency,Diamond Pet Foods,http://www.fda.gov/Safety/Recalls/ucm192404.htm,	,,
2276,"Tue, 24 Nov 2009 00:00:00 -0500",as,as,as,as,http://www.fda.gov/Safety/Recalls/ucm192065.htm,	,,
2277,"Tue, 24 Nov 2009 00:00:00 -0500",Elf,Dairy,Allergen,"Vita Food Products, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm192022.htm,	,073302221114;073302231113,B004FGAZ78
2278,"Tue, 24 Nov 2009 00:00:00 -0500",Toi Sauce,Dressing and Seasoning Product,Allergen,"Rikki USA, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm192506.htm,	,,B004FGAZ78
2279,"Sun, 22 Nov 2009 00:00:00 -0500",Timco Worldwide Inc.,Fruit and Vegetables,Salmonella,Timco Worldwide Inc.,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm191836.htm,	,033383402406,
2280,"Fri, 20 Nov 2009 00:00:00 -0500",Majesty,Fruit and Vegetables,Salmonella,Five Crowns Marketing,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm191654.htm,	,,
2281,"Fri, 20 Nov 2009 00:00:00 -0500",Wegmans,Dressing and Seasoning Product,Allergen,"Wegmans Food Markets, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm162059.htm,"
			http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2008/ucm112538.htm
	",7789079010,
2282,"Fri, 20 Nov 2009 00:00:00 -0500",Shedds,Pre-Packaged Meals,Allergen,"Unilever United States, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm191709.htm,	,027400218316;027400230875,
2283,"Thu, 19 Nov 2009 00:00:00 -0500",Vicks,Drugs,B. cepacia,The Procter  Gamble Company,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm191416.htm,	,9239028831;9239028831;9224028832;9224028833;9239028831,
2284,"Thu, 19 Nov 2009 00:00:00 -0500",Brooklyns Best,Fish,Listeria monocytogenes,Service Smoked Fish Corp.,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm191482.htm,	,,B00AXYIJJ2
2285,"Thu, 19 Nov 2009 00:00:00 -0500",Fresh  Easy,Cake and Pie Product,Allergen,Fresh  Easy Neighborhood Market Inc.,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm191479.htm,"
			http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm191480.htm
	",,B00AXYIJJ2
2286,"Wed, 18 Nov 2009 00:00:00 -0500",Tasty Dish,"Candy, Snack Food",Allergen,Nassau Candy Distributors,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm191309.htm,"
			http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm191327.htm
	",444444564610;444444564603;444444564627,
2287,"Tue, 17 Nov 2009 00:00:00 -0500",Snacks on Racks,Snack Food,Allergen,"Snacks on Racks, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm191010.htm,	,,
2288,"Tue, 17 Nov 2009 00:00:00 -0500",Superior,Fish,Allergen,Superior Foods Co.,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm191632.htm,	,,
2289,"Mon, 16 Nov 2009 00:00:00 -0500",ViperSheath,Medical Device,Manufacturing problem,"Cardiovascular Systems, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm190879.htm,	,,
2290,"Fri, 13 Nov 2009 00:00:00 -0500",Blue Bonnet,Ice Cream,Allergen,ConAgra Foods,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm190507.htm,	,2700000930;2247923200,
2291,"Fri, 13 Nov 2009 00:00:00 -0500",Cardiac Science,Defibrillators,Manufacturing problem,Cardiac Science Corporation,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm190605.htm,	,,
2292,"Thu, 12 Nov 2009 00:00:00 -0500","Bromodrol, Dual Action Grow Tabs, Mass Tabs, more",Dietary Supplement,Undeclared ingredient,IDS Sports,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm190446.htm,	,675941002507;675941002521;675941002521;675941001494;675941001494;675941001623;675941001623,
2293,"Thu, 12 Nov 2009 00:00:00 -0500",Pai You Guo,Dietary Supplement,Undeclared ingredient,"GMP Herbal Products, Inc.",http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm190403.htm,	,,
